Year,Company_Name,ABN,ANZSIC_Code
2018-19,Northern NSW Helicopter Rescue Service Limited,40002862026,8591
2018-19,Novo Nordisk Pharmaceuticals Pty Ltd,40002879996,3720
2018-19,Greening Australia Ltd,40002963788,6962
2018-19,Sharp Corporation Of Australia Pty Ltd,40003039405,3494
2018-19,B.I.C. Services Pty. Limited,40003700301,7311
2018-19,Australian Steel Mill Services Pty,40003705673,2032
2018-19,L'Oreal Australia Pty Ltd,40004191673,3720
2018-19,Caltex Australia Limited,40004201307,1701
2018-19,Pearson Australia Group Pty Ltd,40004245943,5413
2018-19,Rip Curl Proprietary Limited,40004838064,1351
2018-19,OZ Minerals Limited,40005482824,803
2018-19,S.A.Group Enterprises Incorporated,40005498775,2922
2018-19,Heathdale Christian College Limited,40005962792,8022
2018-19,Ensign Services (Aust.) Pty Ltd,40006254306,9531
2018-19,Stratco (Australia) Pty Limited,40007550754,2224
2018-19,Charlesworth Nuts Pty Ltd,40007735882,4129
2018-19,Wesfarmers Kleenheat Gas Pty Ltd,40008679543,2700
2018-19,Eni Australia Limited,40009475389,1011
2018-19,Elphinstone Group (Aust) Pty Ltd,40009563615,6961
2018-19,Buslink NT Pty Ltd,40009621050,4622
2018-19,Ruralco Holdings Limited,40009660879,3411
2018-19,Bundaberg Brewed Drinks Pty Ltd,40009781953,1211
2018-19,Reward Supply Co. Pty Ltd,40010183669,3739
2018-19,Cleanaway Operations Pty Ltd,40010745383,2921
2018-19,Synnex Australia Pty Ltd,40052285882,3492
2018-19,Device Technologies Australia Pty Ltd,40058091973,3491
2018-19,Jurlique International Pty Ltd,40064901131,4271
2018-19,Anabelle Bits Pty Ltd,40068649972,7000
2018-19,Medibank Health Solutions Telehealth Pty Ltd,40069396792,8539
2018-19,Sage Software Australia Pty Ltd,40071007326,7000
2018-19,Unified Healthcare Group Pty Ltd,40073271735,8599
2018-19,Charterhouse Recruitment Pty Ltd,40078713774,7211
2018-19,Transdev Australasia Pty Ltd,40079303816,4622
2018-19,Acor Consultants Pty Ltd,40079306246,6923
2018-19,Jobfit Health Group Pty Ltd,40083014340,8599
2018-19,Ribshire Pty Ltd,40085847892,3109
2018-19,Auswide Bank Ltd,40087652060,6221
2018-19,Nationwide Towing & Transport Pty Ltd,40088026706,4610
2018-19,Goodman Property Services (Aust) Pty Limited,40088981793,6712
2018-19,Stockdale Personnel Pty Ltd,40098046854,7211
2018-19,Lake Imaging Pty Ltd,40098499293,8520
2018-19,Orontide Group Limited,40115288492,9429
2018-19,Multicap Limited,40120240686,8790
2018-19,Grimshaw Architects Pty Ltd,40124418364,6921
2018-19,Findex Group Limited,40128588714,6932
2018-19,Securecorp Pty Ltd,40128998649,3234
2018-19,Moreton Hire Pty Ltd,40132853779,6639
2018-19,Aidacare Pty Ltd,40134398833,3491
2018-19,Ascents Hotel Pty Ltd,40134617959,4400
2018-19,Job Connect Recruitment Pty. Ltd,40145040964,7211
2018-19,Employsure Pty Ltd,40145676026,6962
2018-19,University of Southern Queensland,40234732081,8102
2018-19,The Trustee For The Roverworth Trust,40276321817,1111
2018-19,Lutheran Church Of Australia Queensland District,40618603690,8023
2018-19,Enable WA Inc,40673480698,8790
2018-19,Canberra Grammar School,40684026062,8023
2018-19,Nexus Primary Health,40685448071,8539
2018-19,St Mary's Anglican Girls School Inc,40685613219,8023
2018-19,The Trustee For Crestone Management Services Trust,40704986377,6240
2018-19,St Columba College Munno Para Inc,40836371602,8023
2018-19,The Scots School Albury,40958401920,8023
2018-19,TNT Australia Pty Limited,41000495269,4610
2018-19,Compass Group (Australia) Pty Ltd,41000683125,4513
2018-19,Air Liquide Healthcare Pty. Ltd.,41002653045,2412
2018-19,Freedom Foods Group Limited,41002814235,1199
2018-19,The Heart Research Institute Ltd,41003209952,6910
2018-19,Malek Fahd Islamic School Limited,41003864891,8023
2018-19,Shelford Girls' Grammar,41004605145,8023
2018-19,Woods Bagot Pty Ltd,41007762174,6921
2018-19,Everhard Industries Pty Ltd,41009690859,1919
2018-19,Churches Of Christ Community Care,41041851866,8601
2018-19,WiseTech Global Ltd,41065894724,5420
2018-19,Children's Cancer Institute Australia for Medical Research,41072279559,6910
2018-19,The Holy Spirit Northside Private Hospital Limited,41082189035,8401
2018-19,Terrex Pty Ltd,41090147274,1090
2018-19,Allstaff Airconditioning (Vic) Pty Ltd,41091432307,3233
2018-19,ElectraNet Pty Ltd,41094482416,2620
2018-19,RedHill Education Limited,41119952493,8101
2018-19,Grant Thornton Australia Limited,41127556389,6932
2018-19,SMS Rental (WA) Pty Ltd,41127585933,6631
2018-19,Servaco Pty Ltd,41129307982,7311
2018-19,Halikos Hospitality Pty Ltd,41143433998,4400
2018-19,Nazareth Catholic Community,41198041532,8710
2018-19,Role Models And Leaders Australia Ltd,41236400793,8790
2018-19,Young Mens Christian Association,41241860884,9111
2018-19,MDA Ltd,41372481576,8790
2018-19,Lead Disability Services Limited,41412446517,8790
2018-19,Aged Care Deloraine Inc,41461770404,8601
2018-19,Fiducian Services Pty Ltd,41602437892,6419
2018-19,Highway NN Pty Ltd,41602704307,4000
2018-19,Plenary Services Pty Ltd,41612289933,6240
2018-19,Propel Funeral Partners Limited,41616909310,9520
2018-19,Emmanuel College Inc,41626405884,8022
2018-19,Mambourin Enterprises Ltd,41725993025,8790
2018-19,Grampians Community Health,41831668189,8599
2018-19,The Trustees Of The Sydney Grammar School,41834774356,8023
2018-19,Southern Cross University,41995651524,8102
2018-19,Australasian Performing Right Association Ltd,42000016099,5521
2018-19,The Paraplegic & Quadriplegic Association Of NSW,42000355948,8790
2018-19,Pax Australia Pty Limited,42000447414,1852
2018-19,Vinidex Pty Ltd,42000664942,2122
2018-19,FremantleMedia Australia Pty Ltd,42000693292,5621
2018-19,Chesterfield Australia Pty Ltd,42001654762,3411
2018-19,New Horizons Enterprises Limited,42002066604,8601
2018-19,Summit Health Care Pty Ltd,42003073434,8601
2018-19,Hospitality Training Network Limited,42003692733,7211
2018-19,Incitec Pivot Limited,42004080264,1892
2018-19,LyondellBasell Australia Pty Ltd,42004327762,1829
2018-19,Tupperware Australia Pty Ltd,42004534749,4310
2018-19,Cargill Australia Limited,42004684173,529
2018-19,Drake Australia Pty Ltd,42004939771,7211
2018-19,Schneider Electric (Australia) Pty Limited,42004969304,2439
2018-19,Cummins South Pacific Pty Ltd,42006332949,9419
2018-19,Bechtel Australia Pty Ltd,42006334505,6923
2018-19,Entire Fire Protection Pty Ltd,42006392463,7713
2018-19,Prixcar Services Pty Ltd,42007063505,5309
2018-19,AngloGold Ashanti Australia Limited,42008737424,804
2018-19,Simcoa Operations Pty Ltd,42009064653,2139
2018-19,Hames Sharley (WA) Pty Ltd,42009073563,6921
2018-19,Fosterville Gold Mine Pty Ltd,42010604878,804
2018-19,Heights College Ltd,42010757990,8023
2018-19,JLG Industries Inc,42056685897,3499
2018-19,St Columba's College Limited,42058164882,8022
2018-19,Northern Co-operative Meat Company Limited,42060208366,1111
2018-19,Casinos Austria International (Cairns) Pty Limited,42062222011,9201
2018-19,Converga Pty Ltd,42063577739,7291
2018-19,The Trustee For MERMAID CLEANING TRUST,42067186031,7311
2018-19,McCosker Contracting Pty Ltd,42070997787,3211
2018-19,Newmarket Grandwest Pty Ltd,42072168588,6420
2018-19,Diamond Protection Pty Ltd,42076380535,7712
2018-19,Godolphin Australia Pty Ltd,42093921021,191
2018-19,Autosports Prestige Pty Ltd,42096909698,9412
2018-19,Skybridge Group Pty Ltd,42100345588,3299
2018-19,Southern Phone Company Limited,42100901184,5809
2018-19,Boeing Australia Holdings Proprietary Limited,42101168932,6961
2018-19,ALI Group Pty Ltd,42101330036,6230
2018-19,Pacific Smiles Group Limited,42103087449,8531
2018-19,AdminDirect Pty Ltd,42114683868,7299
2018-19,Vivid Property Services Pty Ltd,42118426814,7311
2018-19,Trippas White Group Pty Ltd,42119225026,4511
2018-19,Fulton Hogan Australia Pty Ltd,42135849115,3101
2018-19,KDR Victoria Pty Ltd,42138066074,4622
2018-19,St Columba Anglican School Port Macquarie,42149714015,8023
2018-19,OneFortyOne Plantations Holdings Pty Ltd,42159689942,301
2018-19,Wesley Community Services Limited,42164655145,8790
2018-19,Immanuel College Inc,42197178675,8023
2018-19,UCA - Parramatta Mission,42266391917,8601
2018-19,Albert Smith & Son Unit Trust,42345973910,1919
2018-19,The Roman Catholic Trust Corporation For The Diocese Of Cairns,42498340094,8023
2018-19,Trainee & Apprentice Placement Service Inc,42616617967,3231
2018-19,Autopact Victoria Pty Ltd,42618771574,3911
2018-19,GNC Group Consulting Pty Ltd,42621390207,6962
2018-19,Aquatic Achievers Operations Pty Ltd,42623261307,9113
2018-19,Kirby HVAC&R Pty Ltd,42624910041,2439
2018-19,D.R Bedford & Others,42721345951,6931
2018-19,Pinarc Disability Support Inc,42761925547,8790
2018-19,CatholicCare Archdiocese Of Melbourne,42795179778,8790
2018-19,A R Britten-Jones & Others,42843327183,6931
2018-19,The Trustee For The Prestige Toyota Trust,42855447753,3501
2018-19,Institute of Sisters of Mercy of Australia and Papua New Guinea,42931784103,9540
2018-19,IMPACT Community Services Inc,42950261731,7211
2018-19,RSL LifeCare Limited,43000048957,8601
2018-19,Stuart Alexander & Co Pty Ltd,43000058677,4310
2018-19,San Remo Macaroni Company Pty Ltd,43000228713,1162
2018-19,Baxter Healthcare Pty Ltd,43000392781,8599
2018-19,WIN Corporation Pty Ltd,43000737404,5621
2018-19,Western Suburbs League Club (Campbelltown) Pty Ltd,43000841958,4530
2018-19,Seafolly Pty Limited,43001537748,4251
2018-19,Ignite Limited,43002724334,7211
2018-19,Paccar Australia Pty Ltd,43004669667,2311
2018-19,Kadac Proprietary Limited,43004971733,3601
2018-19,ANCA Pty Ltd,43005163244,2499
2018-19,Australian Wool Testing Authority Limited,43006014106,529
2018-19,Swiss Reinsurance Company Limited,43007479941,6322
2018-19,McDonald's Australia Limited,43008496928,4512
2018-19,Village Roadshow Limited,43010672054,5512
2018-19,St Andrew's School Inc,43044164960,8021
2018-19,Brisbane Bears-Fitzroy Football Club Limited,43054263473,9112
2018-19,Glad Cleaning Service Pty Ltd,43054617891,7311
2018-19,City Chic Collective Limited,43057569169,4251
2018-19,Technip Oceania Pty Ltd,43062878719,700
2018-19,Penola Catholic College,43067599054,8022
2018-19,Murrin Murrin Operations Pty Ltd,43076717505,806
2018-19,Lindt & Sprungli (Australia) Pty Ltd,43079224892,3609
2018-19,Northern Star Resources Limited,43092832892,804
2018-19,DBM Management Services Pty Ltd,43093523310,6950
2018-19,Domain Holdings Australia Limited,43094154364,5700
2018-19,Mort & Co Ltd,43096318759,143
2018-19,Enviropacific Services Pty Limited,43111372064,3212
2018-19,Boxlink Pty Limited,43113889204,1510
2018-19,Growthbuilt Pty Ltd,43115132020,3020
2018-19,Dematic Pty Ltd,43118204425,6923
2018-19,Puma Energy (Australia) Services Pty Ltd,43123992334,4000
2018-19,Health Partners Limited,43128282904,6321
2018-19,Baby Bunting Pty Ltd,43128546154,4260
2018-19,Metro Trains Melbourne Pty Ltd,43136429948,4720
2018-19,Qantas Ground Services Pty Limited,43137771692,4900
2018-19,Redcape Hotel Group Pty Ltd,43139067244,4520
2018-19,Kinrise Pty Ltd,43143389404,1162
2018-19,Eva Tilley Memorial Home Incorporated,43260282081,8601
2018-19,Tyndale Christian School Inc,43329562439,8023
2018-19,Shearwater The Mullumbimby Steiner School,43374156471,8023
2018-19,St Joseph's House,43431300853,8601
2018-19,R.C Abbott & Others,43482198170,6931
2018-19,PTH No 1 Pty Ltd,43611116155,5211
2018-19,QANTM Intellectual Property Limited,43612441326,6931
2018-19,Pine Rivers Redcliffe & Caboolture Group Training Scheme Inc,43640474751,7211
2018-19,Uniting Church in Australia Property Trust  (NSW),43709615471,8023
2018-19,Salesian College Chadstone,43797631001,8022
2018-19,South Coast Baptist College Incorporated,43829013154,8023
2018-19,Uniting Agewell Victoria,43887911651,8609
2018-19,Vos Enterprises Pty Ltd,43921408590,3020
2018-19,Interrelate Limited,43932956053,8790
2018-19,IMCD Australia Limited,44000005578,3323
2018-19,Scania Australia Pty Limited,44000537333,3502
2018-19,SGS Australia Pty Ltd,44000964278,6925
2018-19,Mulpha Australia Limited,44002888039,4400
2018-19,Computer Systems (Australia) Pty Limited,44003147153,7000
2018-19,Western Sydney University Enterprises Pty Limited,44003474468,8102
2018-19,Serco Australia Pty Limited,44003677352,5299
2018-19,City Tattersalls Club,44004054353,4530
2018-19,Royal Automobile Club of Victoria (RACV) Limited,44004060833,6322
2018-19,Yarra Valley Grammar,44004584552,8023
2018-19,Australian Pacific Touring Pty Ltd,44004684619,7220
2018-19,Menzies International (Aust.) Pty. Ltd.,44004967757,7311
2018-19,Midway Limited,44005616044,1412
2018-19,Hilti (Aust.) Pty. Ltd.,44007602100,3339
2018-19,Arnott's Biscuits Limited,44008435729,1173
2018-19,Fero Group Pty Ltd,44009073572,2121
2018-19,Coral Homes Pty Ltd,44011032929,3011
2018-19,Liason Australia Pty Ltd,44050025093,6962
2018-19,Oak Tasmania,44055920306,8790
2018-19,Kingston Estate Wines Pty Ltd,44063167813,1214
2018-19,Australian Unity Care Services Pty Ltd,44065558134,8601
2018-19,Electrix Pty Ltd,44067232393,2630
2018-19,Aegis Services Australia Pty Ltd,44070034598,7294
2018-19,Wilmar Sugar Pty Ltd,44081051792,1181
2018-19,East Yarra Friendly Society Pty Limited,44087648913,4271
2018-19,Credit Union Australia Ltd,44087650959,6223
2018-19,Victoria Teachers Limited,44087651769,6223
2018-19,Bank Of Sydney Ltd,44093488629,6221
2018-19,Tatachilla Lutheran College Association Inc,44094272440,8023
2018-19,oOh!media Operations Pty Limited,44094713210,6940
2018-19,Calibre Group Limited,44100255623,6923
2018-19,Kingspan Insulation Pty Ltd,44100405025,1913
2018-19,Seventh-Day Adventist Aged Care (South Queensland) Ltd,44104195922,8601
2018-19,Cromwell Operations Pty Ltd,44107377677,6712
2018-19,AJF Partnership Pty Ltd,44108829581,6940
2018-19,THE RSL CARE WA RETIREMENT AND AGED CARE ASSOCIATION INCORPORATED,44121436162,8601
2018-19,Universal Pictures International Australasia Pty Ltd,44122951099,5511
2018-19,MercerBell Pty Limited,44138013859,6940
2018-19,Halikos Services Pty Ltd,44143433569,3019
2018-19,Kloud Solutions (National) Pty Limited,44163035569,7000
2018-19,St John's Grammar School Inc,44335130648,8023
2018-19,The Trustee for GC Hotel Management Trust,44556128813,4400
2018-19,CatholicCare Social Services Hunter-Manning,44568352340,8790
2018-19,Brookfield Properties Australia Pty Ltd,44617546479,6720
2018-19,BPAY Group Holding Pty Ltd,44626481525,6419
2018-19,Victorian Aboriginal Child Care Agency Co Op Ltd,44665455609,8790
2018-19,Trinity College Colac Inc,44681920901,8022
2018-19,Community Gateway Incorporated,44835163526,8790
2018-19,Southern Migrant & Refugee Centre Inc,44877224580,8790
2018-19,Sunbeam Corporation Pty Limited,45000006771,2449
2018-19,Cerebral Palsy Alliance,45000062288,8790
2018-19,Jands Pty Ltd,45001187837,2429
2018-19,Transmetro Corporation Limited,45001809043,4520
2018-19,Hunter Valley Training Company Pty Ltd,45002226619,7211
2018-19,Mainbrace Constructions Pty Ltd,45002970658,3020
2018-19,Clear2pay APAC Pty Limited,45003524623,7000
2018-19,Coles Supermarkets Australia Pty Ltd,45004189708,4110
2018-19,Invetech Pty Ltd,45004301839,6923
2018-19,Readings Pty. Ltd.,45005153533,4244
2018-19,Australian Botanical Products Pty Ltd,45006782529,1899
2018-19,George Weston Foods Limited,45008429632,1171
2018-19,Regents Garden Group Pty Ltd,45009111193,8601
2018-19,Glass Supplies Proprietary Limited,45009498097,2010
2018-19,Idemitsu Australia Resources Pty Ltd (IAR),45010236272,600
2018-19,LifeFlight Australia Limited,45010316462,8591
2018-19,Direct Group Pty Limited,45065432199,4310
2018-19,Kardinia International College (Geelong) Ltd,45070276809,8023
2018-19,Boston Scientific Pty Ltd,45071676063,3491
2018-19,Castlemaine Goldfields Pty Ltd,45073531325,804
2018-19,Mercy Connect Limited,45075648378,8790
2018-19,Clinical Network Services (CNS) Pty Ltd,45082063492,6910
2018-19,Dusk Australasia Pty Ltd,45090850383,4279
2018-19,Datacom Australia Holdings Pty Limited,45094235373,7000
2018-19,Finisar Australia Pty Limited,45098184582,2422
2018-19,The Quantium Group Pty Limited,45102444253,6419
2018-19,Western Unlimited Ltd,45107759197,4279
2018-19,Ingram Micro Pty Ltd,45112487966,7000
2018-19,Talent Group Pty Ltd,45114595149,7211
2018-19,Husqvarna Australia Pty Limited,45115475619,3339
2018-19,Access Community Services Limited,45149783639,9559
2018-19,Scott Automation & Robotics Pty Limited,45162959024,2469
2018-19,Armadale Congregational Church Inc,45267331045,8023
2018-19,The Trustee for the Trimatic Management Services Unit Trust,45410223210,5809
2018-19,UnitingCare Queensland,45414098573,8790
2018-19,Nazareth College,45439984985,8022
2018-19,St Edmund's College (Canberra),45551557285,8023
2018-19,Amana Living Incorporated,45582438433,8609
2018-19,Chorus Australia Limited,45616910564,8790
2018-19,The Trustee For THE LABELMAKERS GROUP UNIT TRUST,45639339793,1611
2018-19,Community Bridging Services (CBS) Inc,45719241234,8790
2018-19,Moonee Valley Racing Club Inc,45806588917,9121
2018-19,The Trustee For The Gnocci Charitable Trust,45861153185,4513
2018-19,The Trustee For W T Partnership Unit Trust,45997181713,6923
2018-19,Zip Heaters (Aust) Pty Ltd,46000578727,2449
2018-19,Benedict Industries Pty Ltd,46001926503,2922
2018-19,Apple Pty Ltd,46002510054,3492
2018-19,Ingenico International (Pacific) Pty Ltd,46003211514,2429
2018-19,Kumho Tyre Australia Pty Limited,46003300678,3922
2018-19,Murray Downs Golf and Country Club Limited,46003382947,4530
2018-19,Dell Australia Pty Limited,46003855561,7000
2018-19,Viva Energy Australia Pty Ltd,46004610459,1701
2018-19,S & S Webster Investments Proprietary Limited,46004804497,4621
2018-19,CVGT Australia Limited,46006178641,7211
2018-19,United Super Pty Ltd,46006261623,6330
2018-19,SPM (1994) Pty Ltd,46006749702,4400
2018-19,Lloyd Helicopters Pty Ltd,46007916912,4900
2018-19,Triple M Holdings Pty Ltd,46009998261,2312
2018-19,Canterbury College Limited,46010575747,8023
2018-19,The Trustee For The M Goel Family Trust,46015180808,8601
2018-19,Hirotec Technologies Pty Limited,46053451424,3233
2018-19,Palcove Pty Ltd,46055118404,4279
2018-19,Telecommunications Industry Ombudsman Limited,46057634787,5802
2018-19,Veolia Energy Technical Services Pty Ltd,46064584587,2469
2018-19,DFA Australia Limited,46065937671,6419
2018-19,Dermalogica Pty Limited,46067065105,4271
2018-19,The Fred Hollows Foundation,46070556642,8512
2018-19,Service Stream Limited,46072369870,3493
2018-19,Placard Pty Ltd,46074646343,1611
2018-19,SEEK Limited,46080075314,7211
2018-19,MRC Global Australia Pty Ltd,46080156378,3322
2018-19,Imperial Tobacco Australia Limited,46088148681,3606
2018-19,Independence Group NL,46092786304,809
2018-19,TPG Telecom Limited,46093058069,5801
2018-19,Wolters Kluwer Australia Pty Limited,46095325643,5420
2018-19,Downies Collectables Pty Ltd,46097060663,4310
2018-19,Perilya Broken Hill Limited,46099761289,807
2018-19,True Alliance Corporate Services Pty Ltd,46100525362,4251
2018-19,Cleandustrial Services Pty Ltd,46101175419,7311
2018-19,Eagle Lighting Australia Pty Ltd,46124400933,2432
2018-19,Nyrstar Australia Pty Ltd,46124535468,807
2018-19,MQ Health Pty Limited,46141203125,8401
2018-19,Adelaide Oval SMA Limited,46141259538,9113
2018-19,Seven Group Holdings Limited,46142003469,2499
2018-19,Corporate Protection Australia Group Pty Ltd,46142254591,7212
2018-19,Imperial Cinema Services Pty Ltd,46158240389,5513
2018-19,Maps Hotels and Resorts Sydney 1 Pty Ltd,46165087767,4400
2018-19,EACH,46197549317,8599
2018-19,James Cook University,46253211955,8102
2018-19,Our Lady Of Sion College Ltd,46349719805,8022
2018-19,The Trustee for Success Venture (Melbourne) Unit Trust,46426640947,4400
2018-19,Mobile Rehab Australia Pty Ltd,46601467529,8533
2018-19,Latitude Financial Services Australia Holdings Pty Ltd,46603161100,6230
2018-19,MAACG Medical Group Pty Ltd,46605188243,8511
2018-19,Reliance Worldwide Corporation Limited,46610855877,2299
2018-19,St Aloysius' College Ltd,46621313264,8023
2018-19,CatholicCare Wilcannia-Forbes Limited,46625457758,8790
2018-19,The Baptist Union of Queensland- Community Services Group,46909844617,8601
2018-19,A.H. Beard Pty Ltd,47000060677,2513
2018-19,Kone Elevators Pty Ltd,47000142423,3239
2018-19,Reed Exhibitions Australia Pty Ltd,47000146921,7299
2018-19,Albury Sailors Soldiers & Airmen's Club Ltd,47001042397,4530
2018-19,Medtronic Australasia Pty Ltd,47001162661,3491
2018-19,Toro Australia Pty Ltd,47001310443,2461
2018-19,Hays Specialist Recruitment (Australia) Pty Limited,47001407281,7211
2018-19,DSV Air & Sea Pty Ltd,47002275676,5292
2018-19,Children's Medical Research Institute,47002684737,6910
2018-19,Ettason Pty Limited,47002837390,3601
2018-19,Kincoppal - Rose Bay School,47003942603,8023
2018-19,Linfox Australia Pty Ltd,47004718647,4610
2018-19,Angove's Pty Ltd,47007871114,1214
2018-19,News Limited,47007871178,5411
2018-19,A.M.A. Services (W.A.) Pty Ltd,47008671458,9551
2018-19,M G Kailis Pty. Ltd.,47008684802,419
2018-19,Charles Porter & Sons Pty Ltd,47009659232,4231
2018-19,James Frizelle's Automotive Group Pty Ltd,47010210723,3911
2018-19,Lake Fox Limited,47010563596,4610
2018-19,G James Australia Pty Ltd,47010823542,2223
2018-19,The Trustee For The Jubcan Venture Trust,47020670226,4512
2018-19,Legal Software Developments Pty Limited,47054288612,7000
2018-19,J Walter Thompson Australia Pty Ltd,47056510868,6940
2018-19,Insight Enterprises Australia Pty Ltd,47058645677,7000
2018-19,IRESS Limited,47060313359,7000
2018-19,A. Raptis & Sons Pty. Ltd.,47065021463,3604
2018-19,RFGA Management Pty Ltd,47071765609,4511
2018-19,THINK: Education Services Pty Ltd,47071851842,8102
2018-19,Interact Australia Ltd,47072232083,8790
2018-19,Kerry Ingredients Australia Pty. Limited,47072996895,1199
2018-19,Penske Power Systems Pty Ltd,47073690990,2319
2018-19,ARA Group Ltd,47074886561,7299
2018-19,Medibank Private Limited,47080890259,6321
2018-19,St Basil's Homes,47082585988,8601
2018-19,Next Athleisure Pty Ltd,47083404424,4251
2018-19,UBS AG,47088129613,6229
2018-19,The Brasserie Bread Company Pty Ltd,47093203804,1171
2018-19,Schiavello International Pty Ltd,47093924353,3731
2018-19,Flavorite Hydroponic Tomatoes Pty Ltd,47097386368,122
2018-19,Avoka Technologies Pty Ltd,47099389509,7000
2018-19,GlaxoSmithKline Australia Pty Ltd,47100162481,1841
2018-19,Fragomen (Australia) Pty Ltd,47104453947,6931
2018-19,Elphinstone Pty Ltd,47106296708,2462
2018-19,GrowthOps IECL Pty Ltd,47110136448,8219
2018-19,DST Bluedoor Pty Limited,47110855377,7000
2018-19,Epic Pharmacy Services Pty Ltd,47113099013,4271
2018-19,Brite Services,47114989650,8790
2018-19,The trustee for The Astar Personnel Trust,47117073035,7211
2018-19,Arc Infrastructure Employment Pty Ltd,47118763429,4710
2018-19,ELB Pty Ltd,47118842372,3494
2018-19,PPC Moulding Services Pty Limited,47127519966,1912
2018-19,Carrier Australia Pty Ltd,47136426214,3233
2018-19,Capital SMART Repairs Australia Pty Ltd,47143462748,9412
2018-19,GCFC Limited,47144555822,9112
2018-19,Prospa Advance Pty Ltd,47154775667,6230
2018-19,Factory Mutual Insurance Company,47163108861,6322
2018-19,Salesian College Sunbury,47241776379,8022
2018-19,"Verrocchi, Marcello",47274463520,4271
2018-19,Lutheran Church Of Australia Queensland District (Lutheran Community Care),47291464804,8601
2018-19,Damascus College Limited,47413613835,8022
2018-19,J.G ABBERTON & Others,47488578158,6931
2018-19,Lynden Aged Care Association Inc,47518653890,8601
2018-19,Young Mens Christian Association of Ballarat Inc,47539957592,9139
2018-19,The Body Shop Australia Pty Limited,47602683349,4271
2018-19,Como Glasshouse No2 Pty Ltd,47604272942,122
2018-19,Graham Corp Pty Ltd,47608962054,3711
2018-19,Bloomberg Australia Pty Ltd,47622777851,6020
2018-19,Allens,47702595758,6931
2018-19,Southern Cross Care Broken Hill Limited,47718250645,8601
2018-19,Moore Theological College Council,47746452183,8102
2018-19,Trustees for Catholic Education Office Archdiocese of Canberra & Goulburn,47824127996,8023
2018-19,HammondCare,48000026219,8599
2018-19,Rich River Golf Club Limited,48001357071,4530
2018-19,Diona Pty Limited,48001904258,6923
2018-19,Toyota Finance Australia Ltd,48002435181,6230
2018-19,Wurth Australia Pty Ltd,48002487096,3504
2018-19,Waco Kwikform Limited,48002835396,3299
2018-19,Stryker Australia Pty Ltd,48002873850,3491
2018-19,Robert Bosch (Australia) Pty Ltd,48004315628,2319
2018-19,The Good Guys Discount Warehouses (Australia) Pty Ltd,48004880657,4221
2018-19,7-Eleven Stores Pty Ltd,48005299427,4110
2018-19,Opus Group Limited,48006162876,1611
2018-19,Beaconhills Christian College Limited,48006204548,8023
2018-19,HSBC Bank Australia Limited,48006434162,6221
2018-19,Adelaide Football Club Limited,48008101568,9112
2018-19,YWCA Canberra,48008389151,9559
2018-19,Mars Australia Pty Ltd,48008454313,1199
2018-19,"Wesfarmers Chemicals, Energy & Fertilisers Limited",48008797402,1899
2018-19,CNW Pty Ltd,48009669836,3494
2018-19,Competitive Foods Australia Pty Ltd,48010542908,4512
2018-19,PEBMAC Pty Ltd,48010621851,4129
2018-19,Jonday Holdings Pty. Ltd.,48011049531,6611
2018-19,Disability Living Incorporated,48028049217,8790
2018-19,Rydges Hotels Limited,48050035268,4400
2018-19,Trility Pty Ltd,48053122562,2811
2018-19,Sydney Swans Limited,48063349708,9112
2018-19,Architectural Window Systems Pty Ltd,48067950903,2223
2018-19,Best Bar Pty Ltd,48068713539,2229
2018-19,Eptec Pty Ltd,48080052259,3299
2018-19,MADEC Australia,48086804015,8101
2018-19,Australian Military Bank Ltd,48087649741,6221
2018-19,Open Door Pub Co Pty Limited,48089164803,4520
2018-19,ExxonMobil Australia Pty Ltd,48091561198,700
2018-19,Gemcraft Australia Pty Ltd,48092046761,4253
2018-19,Tuggeranong Valley Rugby Union & Sports Club Limited,48098763314,4530
2018-19,Seymour Whyte Constructions Pty Ltd,48105493187,3101
2018-19,Ice Box Liquor Pty Ltd,48105982438,4123
2018-19,Lions Eye Institute Limited,48106521439,6910
2018-19,The Trustee for Professional Video & Hi-Fi Unit Trust,48108370405,7000
2018-19,Dexus Holdings Pty Limited,48110366946,6712
2018-19,Mainstream Group Holdings Limited,48112252114,6419
2018-19,Busways Group Pty Limited,48114855551,4622
2018-19,United Equipment Pty Limited,48115672841,3419
2018-19,Cbus Property Pty Ltd,48115826741,6712
2018-19,Commonwealth Bank of Australia,48123123124,6221
2018-19,Trivantage Group Pty Ltd,48132756551,3232
2018-19,World Nomads Group Pty Limited,48132902713,6420
2018-19,Doray Minerals Limited,48138978631,804
2018-19,Borg Shared Services Pty Ltd,48144730781,7299
2018-19,AbbVie Pty Ltd,48156384262,3720
2018-19,Glencore Coal Assets Australia Pty Limited,48163821298,600
2018-19,Johnny Bigg Pty Limited,48168371015,4251
2018-19,Community AXIS Enterprises Inc.,48208409903,7211
2018-19,Good Shepherd Lutheran College,48313148724,8023
2018-19,Cancer Council Queensland,48321126727,8599
2018-19,South Perth Hospital Inc,48394787253,8401
2018-19,PMG Management Pty Ltd,48613227928,3299
2018-19,Mercer Administration Services (Australia) Pty Limited,48616275980,6330
2018-19,Multitask Human Resources Foundation Limited,48738917341,8599
2018-19,Waverley Christian College Inc,48847193961,8023
2018-19,John Paul Village,48937228221,8601
2018-19,Suntory Coffee Australia Limited,49000254660,1199
